"time [s]"	"region"	"quantity [m(3)]"	"flux"	"flux_in"	"flux_out"	"mass"	"source"	"source_in"	"source_out"	"flux_increment"	"source_increment"	"flux_cumulative"	"source_cumulative"	"error"
29	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
29	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
30	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
31	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
32	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
33	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
34	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
35	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	"fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	"rock"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_y0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_y1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_x0_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_x1_fractures"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_y0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_y1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_x0"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".side_x1"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
36	".IMPLICIT_BOUNDARY"	"water_volume"	0	0	0	0	0	0	0	0	0	0	0	0
